genreID,GenreName,movieID
10751,Family,10193
10751,Family,81005
10751,Family,105864
10751,Family,62177
10751,Family,10681
10751,Family,411
10751,Family,14160
10751,Family,15512
10751,Family,44826
10751,Family,2698
10751,Family,150540
10751,Family,278927
10751,Family,102651
10751,Family,10192
10751,Family,158852
10751,Family,177572
10751,Family,82690
10751,Family,5255
10751,Family,10191
10751,Family,810
10751,Family,10140
10751,Family,675
10751,Family,674
10751,Family,118
10751,Family,2062
10751,Family,10527
10751,Family,18360
10751,Family,109445
10751,Family,13053
10751,Family,19585
10751,Family,5559
10751,Family,49444
10751,Family,10196
10751,Family,50321
10751,Family,11619
10751,Family,266647
10751,Family,82703
10751,Family,80321
10751,Family,140300
10751,Family,81188
10751,Family,82702
10751,Family,65759
10751,Family,267935
10751,Family,77950
10751,Family,44896
10751,Family,270946
10751,Family,9502
10751,Family,228161
10751,Family,417859
10751,Family,673
10751,Family,10567
10751,Family,181533
10751,Family,38055
10751,Family,671
37,Western,57201
37,Western,8487
37,Western,281957
37,Western,44896
35,Comedy,41154
35,Comedy,49013
35,Comedy,10193
35,Comedy,62177
35,Comedy,5174
35,Comedy,14160
35,Comedy,8487
35,Comedy,2698
35,Comedy,150540
35,Comedy,10192
35,Comedy,177572
35,Comedy,82690
35,Comedy,27022
35,Comedy,810
35,Comedy,118
35,Comedy,2062
35,Comedy,18360
35,Comedy,13053
35,Comedy,19585
35,Comedy,62213
35,Comedy,5559
35,Comedy,11619
35,Comedy,43074
35,Comedy,608
35,Comedy,140300
35,Comedy,7552
35,Comedy,82702
35,Comedy,944
35,Comedy,7364
35,Comedy,65759
35,Comedy,44896
35,Comedy,270946
35,Comedy,9502
35,Comedy,228161
35,Comedy,8961
35,Comedy,181533
35,Comedy,38055
35,Comedy,49524
10749,Romance,597
10749,Romance,64682
10749,Romance,9543
10749,Romance,102651
10749,Romance,79698
10749,Romance,4922
10749,Romance,676
10749,Romance,1966
10749,Romance,50620
27,Horror,72190
27,Horror,315011
27,Horror,6479
27,Horror,7978
9648,Mystery,158852
9648,Mystery,27205
9648,Mystery,4922
9648,Mystery,675
9648,Mystery,13448
9648,Mystery,13183
9648,Mystery,7364
9648,Mystery,2503
9648,Mystery,27576
9648,Mystery,17578
36,History,676
36,History,1966
36,History,616
10752,War,676
10752,War,1966
10752,War,652
10752,War,616
